family,context,strategy,eps,seed,rule_id,phase,action,transforms,msg,rule_text
XSS,search,PP-Static,,7,744440,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS payload,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\[\]\.constructor\.constructor\s*\()|(?:String\.fromCharCode)|(?:[\]\)]\s*`)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS payload',id:744440,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,352935,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\.constructor\b)|(?:\[\]\.constructor\.constructor\s*\()|(?:String\.fromCharCode)|(?:[\]\)]\s*`)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:352935,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,103807,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\[\]\.constructor\.constructor\s*\()|(?:String\.fromCharCode)|(?:[\]\)]\s*`)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:103807,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,302618,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS payload,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\\\+'|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*(?:\(|`))|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\.constructor\b)|(?:\[\]\.constructor\.constructor\s*\()|(?:String\.fromCharCode)|(?:[\]\)]\s*`))"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS payload',id:302618,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,70320,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS string breakout or JS execution sink invocation,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\\\+')(?:[^\\n]*?(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`]|(?:window|top|self|globalThis|document|parent|frames|opener)\s*\[|\.constructor\b|\[\]\.constructor\.constructor\s*\(|String\.fromCharCode|\]\s*`|\)\s*`|\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b))"" ""phase:2,deny,log,msg:'Detect JS string breakout or JS execution sink invocation',id:70320,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,848428,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\\\+')[^']*|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\.\s*constructor\b)|(?:\[\]\.constructor\.constructor\s*\()|(?:String\.fromCharCode)|(?:[\]\)]\s*`)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:848428,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,731635,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\.constructor\b)|(?:\[\]\.constructor\.constructor\s*\()|(?:String\.fromCharCode)|(?:[\]\)]\s*`)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:731635,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,202250,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS-string breakout XSS payload,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\.constructor\b)|(?:\[\]\.constructor\.constructor\s*\()|(?:String\.fromCharCode)|(?:[\]\)]\s*`)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS-string breakout XSS payload',id:202250,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,455977,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS-string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+\\'+)|(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`]|(window|top|self|globalThis|document|parent|frames|opener)\s*\[|\.constructor\b|\[\]\.constructor\.constructor\s*\(|String\.fromCharCode|\]\s*`|(\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS-string breakout XSS',id:455977,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,948774,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\.\s*constructor\b)|(?:\[\]\.constructor\.constructor\s*\()"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:948774,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,85931,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS-string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\\\+'|(?:alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`]|(?:window|top|self|globalThis|document|parent|frames|opener)\s*\[|\.constructor\b|\[\]\.constructor\.constructor\(|String\.fromCharCode|\]\s*`|\)\s*`|\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS-string breakout XSS',id:85931,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,291986,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\.\s*constructor\b)|(?:\[\]\.constructor\.constructor\s*\()"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:291986,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,993930,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS-string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\\\+'|(?:alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`]|(?:window|top|self|globalThis|document|parent|frames|opener)\s*\[|\.constructor\b|\[\]\.constructor\.constructor\(|String\.fromCharCode|[\]\)]\s*`|\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS-string breakout XSS',id:993930,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,27649,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS-string breakout XSS payload,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\\\+'|(?:alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`]|(?:window|top|self|globalThis|document|parent|frames|opener)\s*\[|\.constructor\b|\[\]\.constructor\.constructor\s*\(|String\.fromCharCode|\]\s*`|\)\s*`|\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)"" ""phase:2,deny,log,id:27649,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace,msg:'Detect JS execution sink or JS-string breakout XSS payload'"""
XSS,search,PP-Static,,7,675258,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS payload,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\\\+'|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\.\s*constructor\b)|(?:\[\]\.constructor\.constructor\s*\()|(?:String\.fromCharCode)|(?:[\]\)]\s*`))"" ""phase:2,deny,log,id:675258,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace,msg:'Detect JS execution sink or JS string breakout XSS payload'"""
XSS,search,PP-Static,,7,102868,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\.constructor\b)|(?:\[\]\.constructor\.constructor\s*\()"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:102868,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,283208,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS payload,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\\\+'|(?:alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`]|(?:window|top|self|globalThis|document|parent|frames|opener)\s*\[|\.constructor\b|\[\]\.constructor\.constructor\s*\(|String\.fromCharCode|\]\s*`|\)\s*`|\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS payload',id:283208,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,97810,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\.constructor\b)|(?:\[\]\.constructor\.constructor\s*\()"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:97810,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,647720,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\\\+'|(?:alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`]|(?:window|top|self|globalThis|document|parent|frames|opener)\s*\[|\.constructor\b|\[\]\.constructor\.constructor\(|String\.fromCharCode|[\]\)]\s*`|\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:647720,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,907820,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS string breakout or JS execution sink invocation,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\[\]\.constructor\.constructor\s*\()"" ""phase:2,deny,log,msg:'Detect JS string breakout or JS execution sink invocation',id:907820,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,243211,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\.constructor\b)|(?:\[\]\.constructor\.constructor\s*\()|(?:String\.fromCharCode)|(?:[\]\)]\s*`)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:243211,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,79858,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\.\s*constructor\b)|(?:\[\]\.constructor\.constructor\s*\()|(?:String\.fromCharCode)|(?:[\]\)]\s*`)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:79858,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,287296,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\[\]\.constructor\.constructor\s*\()|(?:String\.fromCharCode)|(?:[\]\)]\s*`)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:287296,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,914685,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\.\s*constructor\b)|(?:\[\]\.constructor\.constructor\s*\()|(?:String\.fromCharCode)|(?:[\]\)]\s*`)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:914685,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,137588,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*(?:\(|`))|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\.constructor\b)|(?:\[\]\.constructor\.constructor\s*\()"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:137588,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,485816,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS string breakout or JS execution sink invocation or obfuscation,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\[\]\.constructor\.constructor\s*\()"" ""phase:2,deny,log,msg:'Detect JS string breakout or JS execution sink invocation or obfuscation',id:485816,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,22107,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*(\(|`))|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\.constructor\b)|(?:\[\]\.constructor\.constructor\s*\()|(?:String\.fromCharCode)|(?:[\]\)]\s*`)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:22107,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,365626,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS-string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\\\+'|(?:alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`]|(?:window|top|self|globalThis|document|parent|frames|opener)\s*\[|\.constructor\b|\[\]\.constructor\.constructor\(|String\.fromCharCode|\]\s*`|\)\s*`|\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS-string breakout XSS',id:365626,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,589929,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*(?:\(|`)|(?:window|top|self|globalThis|document)\s*\[|\.constructor\b|\[\]\.constructor\.constructor\s*\(|String\.fromCharCode|\][`)]"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:589929,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,448053,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS-string breakout XSS payload,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\\\+'|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\.\s*constructor\b)|(?:\[\]\.constructor\.constructor\s*\()|(?:String\.fromCharCode)|(?:[\]\)]\s*`))"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS-string breakout XSS payload',id:448053,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,981683,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS payload,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\\\+'|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:window|top|self|globalThis|document|parent|frames|opener)\s*\[|\.constructor\b|\[\]\.constructor\.constructor\s*\(|String\.fromCharCode|\]\s*`|\)\s*`|\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS payload',id:981683,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,969894,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\+'){1,}|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[(\`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\.\s*constructor\b)|(?:\[\]\.constructor\.constructor\s*\()|(?:String\.fromCharCode)|(?:[\]\)]\s*\`)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:969894,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,290871,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS-string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\\\+'|(?:window|top|self|globalThis|document)\s*\[|\.constructor\b|\[\]\.constructor\.constructor\(|String\.fromCharCode|]\s*`|]\s*\)|\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`]|\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)"" ""phase:2,deny,log,id:290871,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace,msg:'Detect JS execution sink or JS-string breakout XSS'"""
XSS,search,PP-Static,,7,661903,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\\\+'|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`])|(?:\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)|(?:\b(window|top|self|globalThis|document|parent|frames|opener)\s*\[)|(?:\.\s*constructor\b)|(?:\[\]\.constructor\.constructor\s*\()|(?:String\.fromCharCode)|(?:[\]\)]\s*`))"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:661903,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
XSS,search,PP-Static,,7,145502,phase:2,deny,t:urlDecodeUni|t:htmlEntityDecode|t:jsDecode|t:compressWhitespace,Detect JS execution sink or JS string breakout XSS,"SecRule ARGS|REQUEST_URI|QUERY_STRING ""@rx (\\\\+'|(?:alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\s*[\(`]|(?:window|top|self|globalThis|document|parent|frames|opener)\s*\[|\.constructor\b|\[\]\.constructor\.constructor\s*\(|String\.fromCharCode|\]\s*`|\)\s*`|\b(alert|prompt|confirm|print|eval|setTimeout|setInterval|Function|constructor|write)\b)"" ""phase:2,deny,log,msg:'Detect JS execution sink or JS string breakout XSS',id:145502,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:compressWhitespace"""
