family,context,strategy,regime,eps,seed,bypasses_B,accepted_rules,rules_per_100,defense_calls,attacker_calls,calls_per_rule,candidates,rejected,input_tokens,output_tokens,gen_time_s,rule_eval_time_s,wall_time_s,est_cost_usd
SQLi,login,PP-Adaptive,adaptive,0.3,10,27,12,44.4444,64,39,5.33,64,52,116811,12919,204.0,60.86,299.5,0.06739
SQLi,login,CG-Adaptive,adaptive,0.1,1,32,1,3.125,9,36,9.0,9,8,41529,6044,151.9,9.54,176.2,0.02628
SQLi,login,CG-Adaptive,adaptive,0.1,2,58,2,3.4483,59,36,29.5,59,57,104250,11803,279.3,24.11,334.1,0.06058
SQLi,login,CG-Adaptive,adaptive,0.1,3,33,2,6.0606,16,42,8.0,16,14,54290,7386,162.7,15.87,198.2,0.03353
SQLi,login,CG-Adaptive,adaptive,0.1,4,26,2,7.6923,16,42,8.0,16,14,54456,7454,166.8,16.05,201.4,0.03371
SQLi,login,CG-Adaptive,adaptive,0.1,5,29,1,3.4483,1,36,1.0,1,0,31931,5240,116.8,8.58,139.4,0.02116
SQLi,login,CG-Adaptive,adaptive,0.1,6,119,3,2.521,208,45,69.33,208,205,285808,28788,634.3,61.71,773.6,0.16038
SQLi,login,CG-Adaptive,adaptive,0.1,7,31,1,3.2258,1,39,1.0,1,0,34546,5568,121.7,9.55,146.2,0.02273
SQLi,login,CG-Adaptive,adaptive,0.1,8,36,2,5.5556,2,42,1.0,2,0,38319,6180,139.6,14.75,169.3,0.02522
SQLi,login,CG-Adaptive,adaptive,0.1,9,27,2,7.4074,7,42,3.5,7,5,43989,6642,148.2,13.91,180.0,0.02822
SQLi,login,CG-Adaptive,adaptive,0.1,10,30,2,6.6667,13,42,6.5,13,11,50919,7300,213.7,14.96,247.4,0.03205
SQLi,login,CG-Adaptive,adaptive,0.2,1,29,2,6.8966,3,39,1.5,3,1,37228,5809,113.4,21.05,150.7,0.02419
SQLi,login,CG-Adaptive,adaptive,0.2,2,25,2,8.0,3,42,1.5,3,1,39829,6192,115.5,23.94,156.7,0.02584
SQLi,login,CG-Adaptive,adaptive,0.2,3,125,2,1.6,82,36,41.0,82,80,133760,14432,324.5,103.41,467.3,0.0766
SQLi,login,CG-Adaptive,adaptive,0.2,4,72,2,2.7778,7,39,3.5,7,5,46999,6356,137.2,29.65,184.4,0.02897
SQLi,login,CG-Adaptive,adaptive,0.2,5,30,1,3.3333,1,42,1.0,1,0,37247,5886,112.2,19.33,148.5,0.02432
SQLi,login,CG-Adaptive,adaptive,0.2,6,69,2,2.8986,7,45,3.5,7,5,52684,7090,139.4,30.61,189.5,0.03242
SQLi,login,CG-Adaptive,adaptive,0.2,7,33,2,6.0606,2,39,1.0,2,0,35918,5692,105.5,24.74,146.7,0.02347
SQLi,login,CG-Adaptive,adaptive,0.2,8,253,2,0.7905,175,48,87.5,175,173,260421,28327,590.2,209.68,871.1,0.14949
SQLi,login,CG-Adaptive,adaptive,0.2,9,31,2,6.4516,26,42,13.0,26,24,66129,8404,166.0,50.72,240.8,0.0399
SQLi,login,CG-Adaptive,adaptive,0.2,10,20,1,5.0,1,36,1.0,1,0,32209,5201,97.4,17.31,129.5,0.02121
SQLi,login,CG-Adaptive,adaptive,0.3,1,74,3,4.0541,5,42,1.67,5,2,48026,6817,164.1,42.89,225.2,0.03012
SQLi,login,CG-Adaptive,adaptive,0.3,2,73,2,2.7397,4,42,2.0,4,2,46606,7240,145.2,32.11,195.2,0.03023
SQLi,login,CG-Adaptive,adaptive,0.3,3,38,2,5.2632,2,39,1.0,2,0,35910,5765,134.6,26.94,179.2,0.02359
SQLi,login,CG-Adaptive,adaptive,0.3,4,31,2,6.4516,3,42,1.5,3,1,39804,6204,132.6,26.26,176.4,0.02585
SQLi,login,CG-Adaptive,adaptive,0.3,5,76,2,2.6316,12,39,6.0,12,10,54336,7895,176.9,44.94,242.2,0.03437
SQLi,login,CG-Adaptive,adaptive,0.3,6,61,2,3.2787,11,45,5.5,13,11,58479,8470,180.9,42.75,244.6,0.03694
SQLi,login,CG-Adaptive,adaptive,0.3,7,179,2,1.1173,63,45,31.5,63,61,127363,16977,345.8,117.49,500.7,0.07811
SQLi,login,CG-Adaptive,adaptive,0.3,8,103,3,2.9126,11,36,3.67,11,8,51268,7629,151.1,50.69,220.5,0.03271
SQLi,login,CG-Adaptive,adaptive,0.3,9,66,2,3.0303,4,45,2.0,4,2,49734,7849,165.0,33.72,217.6,0.03245
SQLi,login,CG-Adaptive,adaptive,0.3,10,78,2,2.5641,4,45,2.0,4,2,49332,7027,151.4,41.25,211.9,0.03098
SQLi,login,CG-Adaptive,adaptive,0.4,1,27,2,7.4074,2,39,1.0,2,0,35914,5734,111.2,27.11,154.9,0.02354
SQLi,login,CG-Adaptive,adaptive,0.4,2,447,1,0.2237,30,48,30.0,31,30,110670,16206,294.5,122.18,445.3,0.0702
SQLi,login,CG-Adaptive,adaptive,0.4,3,59,2,3.3898,4,42,2.0,4,2,46080,6648,128.6,34.52,181.7,0.02907
SQLi,login,CG-Adaptive,adaptive,0.4,4,34,2,5.8824,2,39,1.0,2,0,35759,5782,156.6,29.38,202.4,0.02355
SQLi,login,CG-Adaptive,adaptive,0.4,5,68,2,2.9412,4,45,2.0,4,2,49481,7299,138.7,41.12,199.3,0.03147
SQLi,login,CG-Adaptive,adaptive,0.4,6,68,2,2.9412,4,39,2.0,4,2,44152,6779,140.0,32.49,190.0,0.02851
SQLi,login,CG-Adaptive,adaptive,0.4,7,30,2,6.6667,2,42,1.0,2,0,38508,6274,135.1,32.58,185.4,0.02544
SQLi,login,CG-Adaptive,adaptive,0.4,8,34,2,5.8824,2,42,1.0,2,0,38491,6243,126.0,30.5,174.0,0.02539
SQLi,login,CG-Adaptive,adaptive,0.4,9,34,1,2.9412,1,42,1.0,1,0,37251,6011,116.5,24.05,158.0,0.02452
SQLi,login,CG-Adaptive,adaptive,0.4,10,451,1,0.2217,42,51,42.0,42,41,130378,19829,360.9,130.69,524.8,0.08388
SQLi,login,CG-Adaptive,adaptive,0.5,1,75,2,2.6667,7,45,3.5,7,5,54025,8623,205.1,19.26,242.9,0.03541
SQLi,login,CG-Adaptive,adaptive,0.5,2,69,2,2.8986,4,36,2.0,4,2,41050,6354,154.8,15.69,185.6,0.02659
SQLi,login,CG-Adaptive,adaptive,0.5,3,33,1,3.0303,1,42,1.0,1,0,37262,5989,201.3,8.63,225.7,0.02449
SQLi,login,CG-Adaptive,adaptive,0.5,4,29,1,3.4483,1,39,1.0,1,0,34666,5698,131.0,9.2,155.0,0.02298
SQLi,login,CG-Adaptive,adaptive,0.5,5,33,2,6.0606,2,42,1.0,2,0,38521,6199,138.5,13.06,167.5,0.02533
SQLi,login,CG-Adaptive,adaptive,0.5,6,84,2,2.381,8,39,4.0,8,6,50590,8082,219.6,18.73,255.5,0.03317
SQLi,login,CG-Adaptive,adaptive,0.5,7,30,2,6.6667,2,42,1.0,2,0,38498,6095,181.1,13.31,210.4,0.02515
SQLi,login,CG-Adaptive,adaptive,0.5,8,78,2,2.5641,4,39,2.0,4,2,43475,6608,159.3,15.8,190.9,0.02796
SQLi,login,CG-Adaptive,adaptive,0.5,9,28,1,3.5714,1,42,1.0,1,0,37254,5966,146.0,9.11,170.9,0.02445
SQLi,login,CG-Adaptive,adaptive,0.5,10,30,2,6.6667,2,42,1.0,2,0,38490,6111,141.1,12.76,169.8,0.02517
SQLi,search,PP-Adaptive,adaptive,0.3,1,48,40,83.3333,72,39,1.8,72,32,127753,34359,474.2,200.44,714.3,0.10608
SQLi,search,PP-Adaptive,adaptive,0.3,2,43,35,81.3953,78,30,2.23,78,43,129974,30395,367.3,173.2,579.3,0.10062
SQLi,search,PP-Adaptive,adaptive,0.3,3,38,26,68.4211,77,39,2.96,77,51,137587,35158,497.5,133.47,671.0,0.11129
SQLi,search,PP-Adaptive,adaptive,0.3,4,48,33,68.75,102,33,3.09,102,69,166893,36726,459.8,167.75,673.9,0.12552
SQLi,search,PP-Adaptive,adaptive,0.3,5,45,33,73.3333,90,30,2.73,90,57,147563,31623,481.5,166.05,689.2,0.10962
SQLi,search,PP-Adaptive,adaptive,0.3,6,49,37,75.5102,85,33,2.3,85,48,141586,33330,454.1,188.6,684.3,0.10996
SQLi,search,PP-Adaptive,adaptive,0.3,7,49,39,79.5918,84,33,2.15,84,45,139898,33183,485.4,192.45,719.4,0.10905
SQLi,search,PP-Adaptive,adaptive,0.3,8,48,25,52.0833,106,36,4.24,106,81,172804,36893,545.5,127.43,720.6,0.12815
SQLi,search,PP-Adaptive,adaptive,0.3,9,46,30,65.2174,95,33,3.17,95,65,154135,32884,476.6,154.72,675.3,0.11427
SQLi,search,PP-Adaptive,adaptive,0.3,10,45,29,64.4444,95,33,3.28,95,66,154904,33192,630.1,150.02,824.0,0.11507
SQLi,search,CG-Adaptive,adaptive,0.1,1,45,1,2.2222,1,30,1.0,1,0,27035,18305,232.2,13.25,258.0,0.0401
SQLi,search,CG-Adaptive,adaptive,0.1,2,48,1,2.0833,1,30,1.0,1,0,27081,18336,235.0,14.91,263.0,0.04017
SQLi,search,CG-Adaptive,adaptive,0.1,3,47,1,2.1277,1,36,1.0,1,0,32324,23497,285.3,13.73,313.3,0.05052
SQLi,search,CG-Adaptive,adaptive,0.1,4,44,1,2.2727,1,30,1.0,1,0,27035,18490,267.4,13.47,293.5,0.0404
SQLi,search,CG-Adaptive,adaptive,0.1,5,61,2,3.2787,3,51,1.5,3,1,49108,35247,507.1,26.87,553.8,0.07604
SQLi,search,CG-Adaptive,adaptive,0.1,6,45,1,2.2222,1,30,1.0,1,0,27345,18079,221.9,14.84,249.9,0.03986
SQLi,search,CG-Adaptive,adaptive,0.1,7,46,1,2.1739,1,33,1.0,1,0,29643,20515,281.1,13.31,307.9,0.04468
SQLi,search,CG-Adaptive,adaptive,0.1,8,48,1,2.0833,1,33,1.0,1,0,30289,21061,261.3,13.95,288.7,0.04581
SQLi,search,CG-Adaptive,adaptive,0.1,9,46,2,4.3478,2,48,1.0,2,0,44725,28388,361.6,25.97,406.2,0.06331
SQLi,search,CG-Adaptive,adaptive,0.1,10,327,5,1.5291,784,51,156.8,799,794,997711,128445,2378.2,594.21,3228.0,0.6046
SQLi,search,CG-Adaptive,adaptive,0.2,1,48,1,2.0833,1,30,1.0,1,0,27660,19056,312.6,18.0,343.7,0.04155
SQLi,search,CG-Adaptive,adaptive,0.2,2,50,1,2.0,1,33,1.0,1,0,30203,21711,346.4,18.06,378.3,0.04682
SQLi,search,CG-Adaptive,adaptive,0.2,3,45,1,2.2222,1,33,1.0,1,0,30216,21447,338.7,18.11,370.9,0.0464
SQLi,search,CG-Adaptive,adaptive,0.2,4,49,1,2.0408,1,30,1.0,1,0,27634,18718,291.1,17.35,321.5,0.041
SQLi,search,CG-Adaptive,adaptive,0.2,5,34,1,2.9412,1,30,1.0,1,0,27629,19384,301.0,18.45,332.7,0.04207
SQLi,search,CG-Adaptive,adaptive,0.2,6,42,1,2.381,1,33,1.0,1,0,30225,20206,324.2,18.34,356.5,0.04442
SQLi,search,CG-Adaptive,adaptive,0.2,7,283,2,0.7067,512,69,256.0,528,526,721281,118735,2187.4,599.53,2966.8,0.47849
SQLi,search,CG-Adaptive,adaptive,0.2,8,46,1,2.1739,1,30,1.0,1,0,27356,18694,309.5,19.12,341.8,0.04085
SQLi,search,CG-Adaptive,adaptive,0.2,9,44,1,2.2727,4,36,4.0,4,3,37704,22977,423.8,30.06,470.0,0.05184
SQLi,search,CG-Adaptive,adaptive,0.2,10,49,1,2.0408,1,30,1.0,1,0,27564,18508,308.6,21.18,343.5,0.04064
SQLi,search,CG-Adaptive,adaptive,0.3,1,42,1,2.381,1,30,1.0,1,0,27607,17954,268.6,21.08,302.9,0.03977
SQLi,search,CG-Adaptive,adaptive,0.3,2,47,1,2.1277,1,30,1.0,1,0,27586,18226,254.2,20.54,288.0,0.0402
SQLi,search,CG-Adaptive,adaptive,0.3,3,48,1,2.0833,1,33,1.0,1,0,30151,20479,285.2,21.21,324.2,0.04483
SQLi,search,CG-Adaptive,adaptive,0.3,4,48,2,4.1667,2,33,1.0,2,0,31505,20784,290.2,26.04,331.9,0.04586
SQLi,search,CG-Adaptive,adaptive,0.3,5,48,1,2.0833,1,36,1.0,1,0,32844,22532,368.8,22.86,407.3,0.04919
SQLi,search,CG-Adaptive,adaptive,0.3,6,47,3,6.383,3,36,1.0,3,0,35944,23502,340.1,39.9,399.5,0.05198
SQLi,search,CG-Adaptive,adaptive,0.3,7,45,1,2.2222,1,33,1.0,1,0,30234,21181,287.5,11.34,312.1,0.04598
SQLi,search,CG-Adaptive,adaptive,0.3,8,49,1,2.0408,1,36,1.0,1,0,32771,21716,298.5,20.73,334.4,0.04785
SQLi,search,CG-Adaptive,adaptive,0.3,9,50,1,2.0,1,30,1.0,1,0,27598,18384,281.1,22.05,316.5,0.04045
SQLi,search,CG-Adaptive,adaptive,0.3,10,45,1,2.2222,1,33,1.0,1,0,30246,20115,287.3,22.18,324.6,0.04428
SQLi,search,CG-Adaptive,adaptive,0.4,1,43,1,2.3256,1,33,1.0,1,0,30205,22502,272.7,20.36,307.9,0.04809
SQLi,search,CG-Adaptive,adaptive,0.4,2,38,1,2.6316,1,33,1.0,1,0,30273,20777,257.8,19.76,292.5,0.04535
SQLi,search,CG-Adaptive,adaptive,0.4,3,47,1,2.1277,1,36,1.0,1,0,32810,22062,287.0,23.84,326.7,0.04842
SQLi,search,CG-Adaptive,adaptive,0.4,4,47,1,2.1277,1,33,1.0,1,0,30229,20838,276.8,21.86,313.3,0.04543
SQLi,search,CG-Adaptive,adaptive,0.4,5,385,2,0.5195,25,66,12.5,25,23,146726,42371,657.2,116.3,809.2,0.12648
SQLi,search,CG-Adaptive,adaptive,0.4,6,44,1,2.2727,1,33,1.0,1,0,30221,20291,260.2,19.81,294.3,0.04455
SQLi,search,CG-Adaptive,adaptive,0.4,7,49,1,2.0408,1,30,1.0,1,0,27652,18195,235.4,18.21,270.4,0.04017
SQLi,search,CG-Adaptive,adaptive,0.4,8,43,1,2.3256,1,36,1.0,1,0,32839,21933,285.6,20.16,321.7,0.04823
SQLi,search,CG-Adaptive,adaptive,0.4,9,47,1,2.1277,1,33,1.0,1,0,30220,20991,271.2,8.49,292.6,0.04567
SQLi,search,CG-Adaptive,adaptive,0.4,10,412,2,0.4854,26,60,13.0,26,24,155102,46626,680.6,43.28,753.5,0.13664
SQLi,search,CG-Adaptive,adaptive,0.5,1,49,2,4.0816,5,39,2.5,5,3,41036,22479,369.0,17.2,403.0,0.05238
SQLi,search,CG-Adaptive,adaptive,0.5,2,46,1,2.1739,1,33,1.0,1,0,30198,20262,306.5,9.36,328.9,0.0445
SQLi,search,CG-Adaptive,adaptive,0.5,3,42,1,2.381,1,30,1.0,1,0,27564,18871,316.3,9.57,338.5,0.04122
SQLi,search,CG-Adaptive,adaptive,0.5,4,358,1,0.2793,28,57,28.0,28,27,134524,35727,603.2,39.84,672.6,0.11097
SQLi,search,CG-Adaptive,adaptive,0.5,5,47,1,2.1277,1,33,1.0,1,0,30218,20461,323.5,10.84,347.9,0.04482
SQLi,search,CG-Adaptive,adaptive,0.5,6,49,1,2.0408,1,33,1.0,1,0,30242,20224,349.9,11.15,374.6,0.04446
SQLi,search,CG-Adaptive,adaptive,0.5,7,48,1,2.0833,1,30,1.0,1,0,27649,18848,346.9,10.83,370.4,0.04122
SQLi,search,CG-Adaptive,adaptive,0.5,8,46,2,4.3478,2,45,1.0,2,0,42548,25427,426.3,19.08,463.1,0.0577
SQLi,search,CG-Adaptive,adaptive,0.5,9,42,1,2.381,1,30,1.0,1,0,27656,18033,313.8,9.38,335.4,0.03992
SQLi,search,CG-Adaptive,adaptive,0.5,10,58,4,6.8966,11,48,2.75,17,13,60549,25965,451.6,37.94,510.7,0.06576
SQLi,product,PP-Adaptive,adaptive,0.3,1,41,21,51.2195,93,30,4.43,93,72,150997,32449,493.1,114.53,649.3,0.11232
SQLi,product,PP-Adaptive,adaptive,0.3,2,47,19,40.4255,109,30,5.74,109,90,172571,32744,501.0,102.29,649.6,0.12142
SQLi,product,PP-Adaptive,adaptive,0.3,3,46,23,50.0,112,33,4.87,112,89,180086,37716,552.7,122.12,723.8,0.13238
SQLi,product,PP-Adaptive,adaptive,0.3,4,46,23,50.0,108,30,4.7,108,85,172059,34359,607.8,131.29,785.6,0.1238
SQLi,product,PP-Adaptive,adaptive,0.3,5,43,15,34.8837,104,30,6.93,104,89,166956,33838,503.5,80.29,628.0,0.12092
SQLi,product,PP-Adaptive,adaptive,0.3,6,45,18,40.0,112,30,6.22,112,94,178246,34726,525.2,94.24,666.8,0.12686
SQLi,product,PP-Adaptive,adaptive,0.3,7,49,29,59.1837,98,30,3.38,98,69,157136,33094,432.6,149.34,625.9,0.1158
SQLi,product,PP-Adaptive,adaptive,0.3,8,47,19,40.4255,110,30,5.79,110,91,174588,33882,458.4,98.97,603.9,0.12405
SQLi,product,PP-Adaptive,adaptive,0.3,9,44,22,50.0,107,30,4.86,107,85,171180,33913,465.6,113.65,625.2,0.12273
SQLi,product,PP-Adaptive,adaptive,0.3,10,37,10,27.027,95,30,9.5,95,85,155054,32462,447.4,56.5,545.4,0.11396
SQLi,product,CG-Adaptive,adaptive,0.1,1,43,1,2.3256,1,30,1.0,1,0,27269,19110,306.2,9.11,326.6,0.04148
SQLi,product,CG-Adaptive,adaptive,0.1,2,44,1,2.2727,1,30,1.0,1,0,26726,19117,259.7,9.06,281.0,0.04128
SQLi,product,CG-Adaptive,adaptive,0.1,3,46,1,2.1739,1,30,1.0,1,0,26659,18804,232.7,13.75,258.9,0.04075
SQLi,product,CG-Adaptive,adaptive,0.1,4,44,1,2.2727,2,30,2.0,2,1,27831,18562,258.9,15.81,288.0,0.04083
SQLi,product,CG-Adaptive,adaptive,0.1,5,47,1,2.1277,1,33,1.0,1,0,29267,20540,258.1,13.23,284.7,0.04457
SQLi,product,CG-Adaptive,adaptive,0.1,6,43,1,2.3256,1,30,1.0,1,0,26736,18560,243.5,13.35,269.3,0.04039
SQLi,product,CG-Adaptive,adaptive,0.1,7,52,2,3.8462,2,39,1.0,2,0,39495,27193,403.9,22.68,442.2,0.05931
SQLi,product,CG-Adaptive,adaptive,0.1,8,49,1,2.0408,1,30,1.0,1,0,26733,19123,251.7,13.87,278.0,0.04129
SQLi,product,CG-Adaptive,adaptive,0.1,9,43,2,4.6512,3,30,1.5,3,1,28926,19208,247.4,19.49,280.3,0.0423
SQLi,product,CG-Adaptive,adaptive,0.1,10,69,2,2.8986,2,45,1.0,2,0,43244,28837,405.1,24.98,447.9,0.06344
SQLi,product,CG-Adaptive,adaptive,0.2,1,47,1,2.1277,1,30,1.0,1,0,27222,18820,289.8,19.02,321.7,0.041
SQLi,product,CG-Adaptive,adaptive,0.2,2,44,1,2.2727,1,30,1.0,1,0,26675,19222,273.7,18.39,305.0,0.04143
SQLi,product,CG-Adaptive,adaptive,0.2,3,44,1,2.2727,1,30,1.0,1,0,26723,18956,298.7,16.38,328.5,0.04102
SQLi,product,CG-Adaptive,adaptive,0.2,4,39,1,2.5641,1,30,1.0,1,0,27279,19383,277.9,17.94,308.9,0.04192
SQLi,product,CG-Adaptive,adaptive,0.2,5,45,1,2.2222,1,30,1.0,1,0,27219,18366,276.9,16.19,306.0,0.04027
SQLi,product,CG-Adaptive,adaptive,0.2,6,46,1,2.1739,1,30,1.0,1,0,27203,18962,276.4,18.32,307.7,0.04122
SQLi,product,CG-Adaptive,adaptive,0.2,7,40,1,2.5,1,30,1.0,1,0,27218,18596,266.9,17.9,298.2,0.04064
SQLi,product,CG-Adaptive,adaptive,0.2,8,46,1,2.1739,1,30,1.0,1,0,27289,18736,272.5,19.9,306.0,0.04089
SQLi,product,CG-Adaptive,adaptive,0.2,9,46,1,2.1739,1,30,1.0,1,0,27282,19952,299.5,16.75,329.3,0.04284
SQLi,product,CG-Adaptive,adaptive,0.2,10,37,1,2.7027,1,30,1.0,1,0,27263,18811,298.1,17.6,328.7,0.041
SQLi,product,CG-Adaptive,adaptive,0.3,1,39,2,5.1282,2,30,1.0,2,0,28337,19157,517.5,12.96,542.0,0.04199
SQLi,product,CG-Adaptive,adaptive,0.3,2,48,1,2.0833,1,33,1.0,1,0,29766,20115,310.3,21.49,346.3,0.04409
SQLi,product,CG-Adaptive,adaptive,0.3,3,36,1,2.7778,1,30,1.0,1,0,27233,19242,323.4,22.17,358.8,0.04168
SQLi,product,CG-Adaptive,adaptive,0.3,4,47,1,2.1277,1,30,1.0,1,0,26865,20671,348.6,19.81,381.5,0.04382
SQLi,product,CG-Adaptive,adaptive,0.3,5,44,1,2.2727,1,30,1.0,1,0,27266,18724,277.7,20.59,311.8,0.04086
SQLi,product,CG-Adaptive,adaptive,0.3,6,42,1,2.381,1,33,1.0,1,0,29824,21277,354.9,20.26,389.3,0.04597
SQLi,product,CG-Adaptive,adaptive,0.3,7,40,1,2.5,1,30,1.0,1,0,27292,19272,311.1,20.42,344.7,0.04175
SQLi,product,CG-Adaptive,adaptive,0.3,8,42,1,2.381,1,30,1.0,1,0,27297,18541,284.7,20.14,318.1,0.04058
SQLi,product,CG-Adaptive,adaptive,0.3,9,44,1,2.2727,1,33,1.0,1,0,29892,20619,305.8,20.53,340.6,0.04495
SQLi,product,CG-Adaptive,adaptive,0.3,10,39,2,5.1282,2,42,1.0,2,0,39678,26506,386.4,36.62,440.6,0.05828
SQLi,product,CG-Adaptive,adaptive,0.4,1,46,1,2.1739,1,30,1.0,1,0,27249,19797,268.0,25.71,310.5,0.04257
SQLi,product,CG-Adaptive,adaptive,0.4,2,40,1,2.5,1,33,1.0,1,0,29814,20017,278.7,23.52,317.1,0.04395
SQLi,product,CG-Adaptive,adaptive,0.4,3,87,2,2.2989,2,54,1.0,2,0,59760,35578,491.5,52.47,565.9,0.08083
SQLi,product,CG-Adaptive,adaptive,0.4,4,43,1,2.3256,1,30,1.0,1,0,27296,19314,271.6,18.92,304.7,0.04182
SQLi,product,CG-Adaptive,adaptive,0.4,5,47,1,2.1277,1,30,1.0,1,0,27269,20075,290.9,20.62,328.3,0.04303
SQLi,product,CG-Adaptive,adaptive,0.4,6,45,1,2.2222,1,30,1.0,1,0,27249,18901,273.6,22.94,310.9,0.04114
SQLi,product,CG-Adaptive,adaptive,0.4,7,45,1,2.2222,1,33,1.0,1,0,29830,20688,280.0,20.1,315.1,0.04503
SQLi,product,CG-Adaptive,adaptive,0.4,8,41,1,2.439,1,30,1.0,1,0,27261,18475,305.2,22.23,363.6,0.04046
SQLi,product,CG-Adaptive,adaptive,0.4,9,40,1,2.5,1,30,1.0,1,0,27240,18789,257.7,22.46,293.6,0.04096
SQLi,product,CG-Adaptive,adaptive,0.4,10,31,1,3.2258,1,30,1.0,1,0,27264,19391,268.7,22.97,305.9,0.04193
SQLi,product,CG-Adaptive,adaptive,0.5,1,39,2,5.1282,2,30,1.0,2,0,28463,19081,396.8,14.16,423.5,0.04191
SQLi,product,CG-Adaptive,adaptive,0.5,2,35,1,2.8571,1,30,1.0,1,0,27317,18819,289.6,9.28,311.2,0.04104
SQLi,product,CG-Adaptive,adaptive,0.5,3,45,1,2.2222,1,30,1.0,1,0,27260,18623,297.8,10.06,320.4,0.0407
SQLi,product,CG-Adaptive,adaptive,0.5,4,43,1,2.3256,1,30,1.0,1,0,27244,19474,313.5,10.63,336.2,0.04206
SQLi,product,CG-Adaptive,adaptive,0.5,5,43,1,2.3256,1,30,1.0,1,0,27276,18443,284.8,9.25,306.1,0.04042
SQLi,product,CG-Adaptive,adaptive,0.5,6,39,1,2.5641,1,30,1.0,1,0,27212,18775,330.3,9.14,351.5,0.04092
SQLi,product,CG-Adaptive,adaptive,0.5,7,63,5,7.9365,32,60,6.4,33,28,95729,30903,532.6,56.23,620.4,0.08774
SQLi,product,CG-Adaptive,adaptive,0.5,8,44,1,2.2727,1,30,1.0,1,0,27262,18392,303.0,9.23,324.3,0.04033
SQLi,product,CG-Adaptive,adaptive,0.5,9,44,1,2.2727,1,33,1.0,1,0,29797,20677,335.4,9.21,357.6,0.045
SQLi,product,CG-Adaptive,adaptive,0.5,10,45,1,2.2222,1,30,1.0,1,0,27267,19279,292.4,9.39,314.1,0.04175
SQLi,filter,PP-Adaptive,adaptive,0.3,1,48,34,70.8333,108,36,3.18,108,74,172932,35728,581.7,173.23,804.1,0.12634
SQLi,filter,PP-Adaptive,adaptive,0.3,2,45,26,57.7778,104,33,4.0,104,78,165364,32290,479.6,135.32,661.2,0.11781
SQLi,filter,PP-Adaptive,adaptive,0.3,3,99,35,35.3535,264,39,7.54,264,229,408396,59486,987.0,199.74,1284.1,0.25854
SQLi,filter,PP-Adaptive,adaptive,0.3,4,389,29,7.455,1135,51,39.14,1135,1106,1613907,167550,2951.5,268.03,3582.4,0.91364
SQLi,filter,PP-Adaptive,adaptive,0.3,5,117,29,24.7863,324,36,11.17,324,295,485193,62780,949.3,179.85,1243.0,0.29453
SQLi,filter,PP-Adaptive,adaptive,0.3,6,106,28,26.4151,284,63,10.14,284,256,464914,87238,1260.7,198.79,1569.9,0.32555
SQLi,filter,PP-Adaptive,adaptive,0.3,7,164,31,18.9024,460,54,14.84,460,429,694964,91911,1536.0,217.13,1913.9,0.42504
SQLi,filter,PP-Adaptive,adaptive,0.3,8,47,31,65.9574,110,33,3.55,110,79,173545,34431,498.4,167.0,714.0,0.12451
SQLi,filter,PP-Adaptive,adaptive,0.3,9,43,35,81.3953,95,33,2.71,95,60,152592,32085,436.2,187.06,667.9,0.11237
SQLi,filter,PP-Adaptive,adaptive,0.3,10,78,29,37.1795,200,36,6.9,200,171,301049,47797,677.0,171.69,925.6,0.19689
SQLi,filter,CG-Adaptive,adaptive,0.1,1,46,1,2.1739,1,33,1.0,1,0,29236,20408,286.4,14.54,314.6,0.04435
SQLi,filter,CG-Adaptive,adaptive,0.1,2,46,1,2.1739,1,33,1.0,1,0,28721,20763,293.7,14.01,321.3,0.04471
SQLi,filter,CG-Adaptive,adaptive,0.1,3,50,1,2.0,1,33,1.0,1,0,28758,22431,327.9,14.35,355.9,0.04739
SQLi,filter,CG-Adaptive,adaptive,0.1,4,79,3,3.7975,3,45,1.0,4,1,42584,30218,423.4,34.3,475.8,0.06538
SQLi,filter,CG-Adaptive,adaptive,0.1,5,45,1,2.2222,1,30,1.0,1,0,26281,19195,265.5,14.65,292.8,0.04122
SQLi,filter,CG-Adaptive,adaptive,0.1,6,184,2,1.087,413,57,206.5,435,433,569952,93341,1606.1,368.7,2120.2,0.37733
SQLi,filter,CG-Adaptive,adaptive,0.1,7,38,1,2.6316,2,33,2.0,2,1,29899,19045,311.2,15.85,341.1,0.04243
SQLi,filter,CG-Adaptive,adaptive,0.1,8,43,1,2.3256,1,33,1.0,1,0,28713,21395,313.3,15.58,342.6,0.04572
SQLi,filter,CG-Adaptive,adaptive,0.1,9,46,1,2.1739,1,33,1.0,1,0,28800,20750,261.0,15.6,290.4,0.04472
SQLi,filter,CG-Adaptive,adaptive,0.1,10,38,1,2.6316,1,33,1.0,1,0,28714,21217,324.2,16.7,355.3,0.04543
SQLi,filter,CG-Adaptive,adaptive,0.2,1,45,1,2.2222,1,36,1.0,2,1,31816,22340,402.5,20.84,438.7,0.04847
SQLi,filter,CG-Adaptive,adaptive,0.2,2,47,1,2.1277,1,36,1.0,1,0,31747,22431,392.7,19.72,427.5,0.04859
SQLi,filter,CG-Adaptive,adaptive,0.2,3,46,1,2.1739,1,33,1.0,1,0,29282,21140,362.2,17.22,393.4,0.04554
SQLi,filter,CG-Adaptive,adaptive,0.2,4,43,1,2.3256,1,33,1.0,1,0,29278,19926,330.7,19.17,364.0,0.04359
